# Atomic data from Jitrik & Bunge (2004)
# Damping constants calculated by J.-K. Krogager
# Generated:  2021-07-21 22:19:15.558941
# --------------------------------------------------------------------
# line-ID        ion         wl_cen     f_ij        gamma      mass
#                            Angstrom               s^-1       m_u
# --------------------------------------------------------------------
CI_1158          CI         1158.3240  6.56e-03  5.129e+07  12.011
CuI_1158         CuI        1158.4809  9.62e-04  5.129e+06  62.930
CuI_1158.5       CuI        1158.4809  7.94e-04  6.607e+06  62.930
YII_1159         YII        1159.2523  1.72e-04  2.188e+08  88.906
CuI_1159         CuI        1159.8939  1.97e-02  5.129e+07  62.930
CuI_1159.9       CuI        1159.8939  3.70e-03  1.950e+07  62.930
CuI_1159.89      CuI        1159.8939  3.90e-04  1.660e+06  62.930
SI_1161          SI         1161.3312  1.39e-04  3.631e+08  32.067
MnII_1162        MnII       1162.0146  1.58e-02  1.096e+08  54.938
MnII_1163        MnII       1163.3256  1.12e-02  1.023e+08  54.938
MnII_1164        MnII       1164.2081  6.47e-03  8.710e+07  54.938
CuI_1166         CuI        1166.1349  6.38e-03  1.660e+07  62.930
SI_1167          SI         1167.1335  4.99e-02  1.995e+08  32.067
SI_1167.1        SI         1167.1335  1.07e-02  1.995e+08  32.067
SI_1167.13       SI         1167.1335  7.80e-04  1.950e+08  32.067
CuI_1167         CuI        1167.3530  9.66e-03  2.512e+07  62.930
CuI_1167.5       CuI        1167.5110  2.15e-03  1.349e+07  62.930
CuI_1167.51      CuI        1167.5110  2.48e-04  4.571e+06  62.930
SI_1168          SI         1168.0333  2.39e-04  3.890e+08  32.067
CuI_1168         CuI        1168.9101  1.58e-02  4.074e+07  62.930
CaII_1169        CaII       1169.0294  7.76e-04  3.715e+06  39.963
CuI_1169         CuI        1169.1130  2.87e-03  4.677e+07  62.930
CuI_1169.1       CuI        1169.1130  2.18e-04  3.631e+07  62.930
CaII_1169.2      CaII       1169.1979  3.88e-04  3.715e+06  39.963
VIII_1169        VIII       1169.2624  2.03e-02  4.571e+08  49.947
SI_1170          SI         1170.5490  5.12e-02  7.586e+08  32.067
CuI_1170         CuI        1170.9041  2.96e-02  7.586e+07  62.930
CuI_1171         CuI        1171.1141  4.03e-03  2.089e+07  62.930
CuI_1171.1       CuI        1171.1141  4.91e-04  3.236e+06  62.930
CuI_1172         CuI        1172.0488  1.22e-02  3.162e+07  62.930
CuI_1172.0       CuI        1172.0488  5.21e-04  7.586e+06  62.930
CuI_1172.05      CuI        1172.0488  1.18e-04  3.388e+06  62.930
CuI_1173         CuI        1173.5469  8.83e-02  2.188e+08  62.930
CuI_1173.9       CuI        1173.9440  1.38e-02  6.918e+07  62.930
CuI_1173.94      CuI        1173.9440  2.58e-03  8.913e+06  62.930
CuI_1173.944     CuI        1173.9440  4.52e-04  2.399e+06  62.930
CuI_1173.9440    CuI        1173.9440  2.57e-04  2.291e+06  62.930
CuI_1177         CuI        1177.1209  2.64e-02  6.607e+07  62.930
CuI_1177.6       CuI        1177.6439  5.01e-02  2.455e+08  62.930
CuI_1177.64      CuI        1177.6439  9.04e-03  2.344e+07  62.930
CuI_1181         CuI        1181.9990  6.44e-03  1.622e+07  62.930
CuI_1182.0       CuI        1181.9990  4.16e-03  1.072e+07  62.930
CuI_1182.00      CuI        1181.9990  5.86e-04  3.631e+06  62.930
CuI_1182         CuI        1182.1169  3.65e-03  1.096e+07  62.930
CuI_1182.9       CuI        1182.9050  5.79e-03  2.951e+07  62.930
CuI_1182.90      CuI        1182.9050  1.47e-04  1.202e+06  62.930
CuI_1183         CuI        1183.0180  1.16e-03  3.311e+06  62.930
CuI_1183.0       CuI        1183.0180  2.58e-04  2.042e+06  62.930
CuI_1183.3       CuI        1183.2590  1.07e-02  2.630e+07  62.930
CuI_1183.26      CuI        1183.2590  5.05e-03  1.318e+07  62.930
CuI_1183.259     CuI        1183.2590  9.20e-04  5.495e+06  62.930
CuI_1183.5       CuI        1183.5010  6.76e-03  3.311e+07  62.930
CuI_1183.50      CuI        1183.5010  1.20e-03  3.890e+06  62.930
CuI_1183.501     CuI        1183.5010  4.00e-04  2.455e+06  62.930
CuI_1184         CuI        1184.8549  1.73e-02  4.266e+07  62.930
CuI_1184.9       CuI        1184.8549  8.43e-03  2.138e+07  62.930
CuI_1184.85      CuI        1184.8549  1.58e-03  8.913e+06  62.930
CuI_1185         CuI        1185.0960  6.34e-03  5.248e+07  62.930
CuI_1185.1       CuI        1185.0960  8.53e-04  2.818e+07  62.930
CuI_1185.10      CuI        1185.0960  8.26e-04  2.754e+07  62.930
CuI_1186         CuI        1186.9050  3.32e-02  8.128e+07  62.930
CuI_1186.9       CuI        1186.9050  1.68e-02  4.169e+07  62.930
CuI_1186.90      CuI        1186.9050  3.13e-03  1.698e+07  62.930
CuI_1187         CuI        1187.1911  8.17e-03  3.981e+07  62.930
CuI_1187.2       CuI        1187.1911  1.27e-03  3.715e+06  62.930
CuI_1187.19      CuI        1187.1911  1.18e-03  4.169e+06  62.930
CI_1188          CI         1188.8329  1.24e-02  1.318e+08  12.011
CoII_1189        CoII       1189.5312  1.08e-02  7.244e+08  58.933
CuI_1189         CuI        1189.6310  9.53e-02  2.291e+08  62.930
CuI_1189.6       CuI        1189.6310  5.09e-02  1.259e+08  62.930
CuI_1189.63      CuI        1189.6310  8.24e-03  4.266e+07  62.930
CuI_1189.9       CuI        1189.8621  8.18e-04  5.248e+06  62.930
CuI_1189.91      CuI        1189.9060  8.15e-03  2.399e+07  62.930
CuI_1189.906     CuI        1189.9060  4.57e-03  1.202e+07  62.930
CuI_1189.9060    CuI        1189.9060  1.05e-03  8.511e+06  62.930
CI_1190          CI         1190.0209  5.77e-04  1.175e+08  12.011
SIII_1190        SIII       1190.2080  2.20e-02  6.166e+07  32.067
SiII_1190        SiII       1190.4158  2.84e-01  4.266e+09  28.085
CoII_1190        CoII       1190.6088  3.05e-03  3.890e+08  58.933
CuI_1190         CuI        1190.7791  5.06e-02  2.455e+08  62.930
CuI_1190.8       CuI        1190.8229  1.78e-04  1.950e+06  62.930
SI_1191          SI         1191.8951  2.99e-01  1.023e+09  32.067
SI_1191.9        SI         1191.8951  4.78e-02  9.550e+08  32.067
SI_1191.90       SI         1191.8951  2.96e-03  9.120e+08  32.067
CI_1192          CI         1192.2158  1.38e-03  6.166e+07  12.011
CI_1193          CI         1193.0300  4.09e-02  2.089e+08  12.011
CuI_1193         CuI        1193.0670  2.51e-03  1.445e+07  62.930
CuI_1193.1       CuI        1193.0670  2.16e-03  7.943e+06  62.930
CuI_1193.07      CuI        1193.0670  2.05e-03  7.413e+06  62.930
SiII_1193        SiII       1193.2897  5.94e-01  4.266e+09  28.085
CuI_1193.3       CuI        1193.3100  2.90e-02  7.079e+07  62.930
CuI_1193.31      CuI        1193.3100  1.61e-02  3.981e+07  62.930
CuI_1193.310     CuI        1193.3100  2.52e-03  1.288e+07  62.930
TiIII_1193       TiIII      1193.3621  2.29e-04  8.710e+08  45.953
CuI_1193.9       CuI        1193.8990  5.89e-02  2.818e+08  62.930
CuI_1193.90      CuI        1193.8990  1.09e-02  2.951e+07  62.930
CuI_1193.899     CuI        1193.8990  8.95e-03  2.188e+07  62.930
CI_1194.0        CI         1193.9950  1.24e-02  7.413e+07  12.011
CuI_1194         CuI        1194.9720  7.05e-03  3.388e+07  62.930
CuI_1195.0       CuI        1194.9720  5.46e-03  1.380e+07  62.930
CuI_1194.97      CuI        1194.9720  1.72e-03  8.913e+06  62.930
CuI_1194.972     CuI        1194.9720  1.51e-03  4.266e+06  62.930
CuI_1196         CuI        1196.2541  1.12e-02  5.370e+07  62.930
CuI_1196.3       CuI        1196.2541  6.56e-03  1.660e+07  62.930
CuI_1196.25      CuI        1196.2541  2.11e-03  5.888e+06  62.930
CuI_1196.254     CuI        1196.2541  1.37e-03  7.413e+06  62.930
CuI_1196.4       CuI        1196.3640  7.24e-03  2.188e+07  62.930
MnII_1197        MnII       1197.1843  2.05e-01  7.413e+08  54.938
CuI_1197         CuI        1197.8801  1.79e-02  8.511e+07  62.930
CuI_1197.9       CuI        1197.8801  1.15e-02  2.884e+07  62.930
CuI_1197.88      CuI        1197.8801  3.68e-03  1.000e+07  62.930
CuI_1197.880     CuI        1197.8801  2.27e-03  1.175e+07  62.930
CuI_1198         CuI        1198.0059  4.63e-03  5.248e+07  62.930
CuI_1198.5       CuI        1198.5080  4.07e-03  1.148e+07  62.930
CuI_1198.51      CuI        1198.5080  2.41e-03  7.586e+06  62.930
CuI_1198.508     CuI        1198.5080  3.74e-04  3.631e+06  62.930
CuI_1199         CuI        1199.2470  1.35e-03  8.710e+06  62.930
CuI_1199.3       CuI        1199.3000  2.14e-02  1.023e+08  62.930
CuI_1199.30      CuI        1199.3000  4.05e-03  1.047e+07  62.930
MnII_1199        MnII       1199.3912  1.60e-01  7.413e+08  54.938
CuI_1200.0       CuI        1199.9869  3.52e-02  1.660e+08  62.930
CuI_1199.99      CuI        1199.9869  2.56e-02  6.166e+07  62.930
CuI_1199.987     CuI        1199.9869  6.81e-03  1.778e+07  62.930
CuI_1199.9869    CuI        1199.9869  6.38e-03  3.162e+07  62.930
CuI_1200         CuI        1200.2270  1.59e-02  3.890e+07  62.930
MnII_1201        MnII       1201.1177  1.15e-01  7.413e+08  54.938
CoII_1201        CoII       1201.2201  2.45e-04  3.548e+08  58.933
CuI_1202         CuI        1202.7530  1.03e-01  4.898e+08  62.930
CuI_1202.8       CuI        1202.7530  8.89e-02  2.089e+08  62.930
CuI_1202.75      CuI        1202.7530  1.70e-02  4.266e+07  62.930
CuI_1202.753     CuI        1202.7530  1.40e-02  6.918e+07  62.930
CuI_1203         CuI        1203.0009  1.14e-02  2.818e+07  62.930
CuI_1203.2       CuI        1203.1911  2.07e-03  7.586e+06  62.930
CuI_1203.4       CuI        1203.3998  3.01e-03  1.820e+07  62.930
SI_1205          SI         1205.5644  6.12e-03  2.239e+07  32.067
SI_1205.6        SI         1205.5644  1.16e-03  2.291e+07  32.067
CuI_1206         CuI        1206.1789  1.66e-03  6.918e+06  62.930
CuI_1206.2       CuI        1206.1789  6.53e-04  4.571e+06  62.930
SiIII_1206       SiIII      1206.5000  1.70e+00  2.570e+09  28.085
CuI_1206.5       CuI        1206.5229  2.86e-02  1.349e+08  62.930
CuI_1206.52      CuI        1206.5229  1.32e-02  3.162e+07  62.930
CuI_1206.523     CuI        1206.5229  5.51e-03  2.630e+07  62.930
CuI_1206.5229    CuI        1206.5229  4.57e-03  1.148e+07  62.930
CuI_1206.7       CuI        1206.7399  1.81e-01  4.266e+08  62.930
SI_1206          SI         1206.9962  4.45e-04  9.550e+06  32.067
SI_1207          SI         1207.0152  2.25e-03  9.120e+06  32.067
CuI_1207         CuI        1207.4670  3.40e-04  2.042e+06  62.930
CuI_1207.8       CuI        1207.8039  7.43e-03  1.862e+07  62.930
CuI_1207.80      CuI        1207.8039  7.10e-03  3.467e+07  62.930
SI_1208          SI         1208.8244  2.31e-04  5.623e+06  32.067
SI_1208.9        SI         1208.8507  1.11e-03  5.248e+06  32.067
MnII_1209        MnII       1209.0064  3.09e-04  3.890e+08  54.938
MnII_1210        MnII       1210.5762  5.43e-04  3.890e+08  54.938
SI_1210          SI         1210.5891  1.22e-04  4.266e+06  32.067
SI_1211          SI         1211.1875  1.46e-04  4.169e+06  32.067
SI_1211.2        SI         1211.2124  6.58e-04  3.890e+06  32.067
CuI_1211         CuI        1211.8349  3.89e-03  1.995e+07  62.930
CuI_1211.8       CuI        1211.8349  3.78e-03  1.072e+07  62.930
CuI_1211.83      CuI        1211.8349  9.64e-04  4.169e+06  62.930
CuI_1211.835     CuI        1211.8349  7.28e-04  5.248e+06  62.930
CuI_1212         CuI        1212.3338  3.08e-02  7.244e+07  62.930
SI_1214          SI         1214.2944  1.20e-04  3.890e+06  32.067
SI_1214.3        SI         1214.3177  4.94e-04  3.631e+06  32.067
FeIII_1214       FeIII      1214.5617  3.76e-04  5.888e+08  55.847
SI_1216          SI         1216.4241  2.98e-04  4.898e+06  32.067
CuI_1218         CuI        1218.2451  9.62e-04  7.762e+06  62.930
CuI_1218.2       CuI        1218.2451  8.99e-04  5.370e+06  62.930
CuI_1218.3       CuI        1218.2850  2.40e-04  3.890e+06  62.930
CuI_1218.29      CuI        1218.2850  1.03e-04  3.890e+06  62.930
SI_1218          SI         1218.5700  1.85e-04  5.370e+06  32.067
SI_1218.6        SI         1218.5953  7.83e-04  5.012e+06  32.067
CuI_1219         CuI        1219.7251  5.33e-04  6.761e+06  62.930
CuI_1219.9       CuI        1219.9160  5.47e-03  1.413e+07  62.930
CuI_1219.92      CuI        1219.9160  3.44e-03  1.122e+07  62.930
CuI_1219.916     CuI        1219.9160  1.68e-03  1.445e+07  62.930
CuI_1221         CuI        1221.4009  1.92e-04  1.096e+07  62.930
SI_1221          SI         1221.7519  5.57e-04  8.710e+06  32.067
SI_1224          SI         1224.5056  3.40e-04  8.511e+06  32.067
SI_1224.5        SI         1224.5440  1.55e-03  7.762e+06  32.067
CuI_1224         CuI        1224.7439  4.18e-04  7.762e+06  62.930
CuI_1224.9       CuI        1224.8620  1.21e-03  1.175e+07  62.930
CuI_1226         CuI        1226.5200  4.63e-04  2.089e+07  62.930
CuI_1226.5       CuI        1226.5200  4.33e-04  1.820e+07  62.930
CaII_1226        CaII       1226.7282  1.16e-03  6.026e+06  39.963
CaII_1227        CaII       1227.0332  5.79e-04  6.026e+06  39.963
SI_1229          SI         1229.6068  9.95e-04  1.514e+07  32.067
CuI_1233         CuI        1233.2669  6.68e-04  7.762e+06  62.930
SI_1233          SI         1233.3124  8.34e-04  1.738e+07  32.067
SI_1233.3        SI         1233.3454  4.12e-03  1.622e+07  32.067
CuI_1234         CuI        1234.6584  4.34e-03  2.884e+07  62.930
CuI_1235         CuI        1235.4211  9.06e-03  2.692e+07  62.930
CuI_1235.4       CuI        1235.4211  1.80e-04  1.122e+07  62.930
TiIII_1235       TiIII      1235.4954  2.21e-04  8.913e+08  45.953
CuI_1238         CuI        1238.7798  2.58e-04  9.550e+06  62.930
NV_1238          NV         1238.8210  1.56e-01  3.388e+08  14.007
CuI_1238.9       CuI        1238.8550  1.00e-04  9.333e+06  62.930
SI_1241          SI         1241.9050  1.81e-03  2.692e+07  32.067
NV_1242          NV         1242.8040  7.80e-02  3.388e+08  14.007
CuI_1242         CuI        1242.8040  1.13e-03  6.310e+06  62.930
CuI_1243         CuI        1243.4180  2.30e-03  1.549e+07  62.930
SI_1247          SI         1247.1067  1.40e-04  3.715e+07  32.067
SI_1247.1        SI         1247.1342  1.99e-03  3.631e+07  32.067
SI_1247.2        SI         1247.1602  1.04e-02  3.548e+07  32.067
NiII_1252        NiII       1252.7713  4.38e-04  4.571e+08  57.935
CuI_1253         CuI        1253.0939  1.64e-04  9.550e+06  62.930
CuI_1253.2       CuI        1253.1509  2.28e-04  1.000e+07  62.930
SiI_1255         SiI        1255.2721  3.34e-01  4.266e+09  28.085
CuI_1255         CuI        1255.4888  1.76e-04  9.772e+06  62.930
CuI_1259         CuI        1259.9989  7.71e-04  2.884e+07  62.930
SiII_1260        SiII       1260.4221  1.45e+00  3.631e+09  28.085
FeII_1260        FeII       1260.5355  2.01e-02  1.318e+09  55.847
CI_1260          CI         1260.7350  3.94e-02  3.548e+08  12.011
VII_1261         VII        1261.6849  2.01e-03  1.318e+08  49.947
SI_1262          SI         1262.8599  3.54e-03  5.012e+07  32.067
CuI_1266         CuI        1266.9480  1.98e-04  1.905e+07  62.930
CuI_1267         CuI        1267.5420  1.00e-03  2.570e+07  62.930
YII_1269         YII        1269.1712  9.08e-03  4.074e+07  88.906
CI_1270          CI         1270.1430  3.29e-04  1.820e+08  12.011
SI_1270          SI         1270.7686  3.33e-04  7.943e+07  32.067
SI_1270.8        SI         1270.7804  2.59e-02  7.943e+07  32.067
SI_1270.79       SI         1270.7874  4.83e-03  7.943e+07  32.067
CI_1276          CI         1276.4822  3.69e-03  1.514e+08  12.011
CI_1277          CI         1277.2450  9.23e-02  3.890e+08  12.011
CuI_1278         CuI        1278.4779  8.07e-04  2.089e+07  62.930
CuI_1278.6       CuI        1278.6249  3.66e-04  1.995e+07  62.930
CuI_1278.62      CuI        1278.6249  1.05e-04  1.950e+07  62.930
CI_1280          CI         1280.1350  2.61e-02  1.445e+08  12.011
TiIII_1286       TiIII      1286.2325  4.39e-04  1.047e+09  45.953
CuI_1287         CuI        1287.0790  2.81e-03  2.291e+07  62.930
CuI_1287.3       CuI        1287.3101  1.14e-03  1.622e+07  62.930
YII_1290         YII        1290.8410  5.02e-04  1.585e+07  88.906
TiIII_1291       TiIII      1291.5817  7.48e-03  7.413e+08  45.953
TiIII_1291.6     TiIII      1291.6249  6.04e-02  1.072e+09  45.953
CuI_1293         CuI        1293.7190  5.75e-04  2.089e+07  62.930
CuI_1293.9       CuI        1293.8750  7.06e-04  2.455e+07  62.930
CuI_1293.88      CuI        1293.8750  2.34e-04  1.995e+07  62.930
CuI_1294.0       CuI        1293.9800  2.96e-04  2.188e+07  62.930
SI_1295          SI         1295.6531  1.16e-01  6.607e+08  32.067
TiIII_1295       TiIII      1295.8835  7.28e-02  6.761e+08  45.953
SI_1296          SI         1296.1739  3.67e-02  6.457e+08  32.067
TiIII_1298       TiIII      1298.6974  1.07e-01  1.148e+09  45.953
CuI_1300         CuI        1300.1659  8.39e-04  2.042e+07  62.930
PII_1301         PII        1301.8743  5.30e-03  2.089e+07  30.974
OI_1302          OI         1302.1680  5.20e-02  5.623e+08  15.999
SI_1303          SI         1303.4300  8.67e-03  1.000e+08  32.067
SiII_1304        SiII       1304.3702  1.06e-01  1.122e+09  28.085
NiII_1308        NiII       1308.8657  5.46e-03  8.318e+08  57.935
SI_1316          SI         1316.5425  6.37e-02  1.778e+08  32.067
SI_1316.6        SI         1316.6150  1.18e-02  1.778e+08  32.067
SI_1316.62       SI         1316.6219  8.07e-04  1.778e+08  32.067
CI_1328          CI         1328.8333  5.81e-02  4.571e+08  12.011
TiIII_1329       TiIII      1329.8189  4.24e-03  6.026e+08  45.953
CuI_1331         CuI        1331.7133  8.79e-03  1.023e+08  62.930
CII_1334         CII        1334.5320  1.29e-01  3.981e+08  12.011
CaII_1341        CaII       1341.8901  1.54e-03  1.148e+07  39.963
CuI_1342         CuI        1342.1419  1.30e-03  7.413e+07  62.930
CaII_1342        CaII       1342.5536  7.71e-04  1.122e+07  39.963
CoII_1344        CoII       1344.5055  1.33e-04  5.370e+08  58.933
NiII_1345        NiII       1345.8782  6.47e-03  5.370e+08  57.935
CuI_1346         CuI        1346.6898  1.71e-03  2.692e+07  62.930
CuII_1358        CuII       1358.7730  6.70e-01  1.259e+09  62.930
BII_1362         BII        1362.4610  8.39e-01  1.000e+09  10.813
CuII_1367        CuII       1367.9509  1.87e-02  4.898e+08  62.930
CuI_1374         CuI        1374.8010  6.12e-03  7.762e+07  62.930
CuI_1377         CuI        1377.3820  1.41e-03  4.786e+07  62.930
CoII_1378        CoII       1378.6428  1.81e-04  5.129e+08  58.933
SI_1381          SI         1381.5527  2.77e-03  3.890e+07  32.067
NiII_1381        NiII       1381.6846  3.06e-03  5.888e+08  57.935
TiII_1382        TiII       1382.3954  4.68e-04  6.607e+07  45.953
CaI_1383         CaI        1383.3363  1.18e-02  5.129e+07  39.963
TiII_1383        TiII       1383.6895  1.19e-03  6.457e+07  45.953
YII_1387         YII        1387.3512  4.15e-03  3.631e+08  88.906
CuI_1388         CuI        1388.4199  1.47e-03  2.630e+07  62.930
SI_1388          SI         1388.4358  9.71e-03  4.266e+07  32.067
CuI_1390         CuI        1390.4918  2.43e-02  1.413e+08  62.930
SiIV_1393        SiIV       1393.7550  5.36e-01  9.120e+08  28.085
BeI_1393         BeI        1393.8040  2.08e-03  2.399e+06  9.012
TiII_1394        TiII       1394.1461  1.59e-04  5.129e+07  45.953
CoII_1394        CoII       1394.6427  1.13e-04  3.890e+08  58.933
YII_1397         YII        1397.6111  2.35e-04  4.677e+08  88.906
TiII_1399        TiII       1399.3492  1.34e-04  4.169e+07  45.953
SI_1401          SI         1401.5142  2.26e-02  2.455e+08  32.067
SiIV_1402        SiIV       1402.7700  2.62e-01  9.120e+08  28.085
CaI_1403         CaI        1403.7649  1.16e-02  4.365e+07  39.963
CuI_1408         CuI        1408.4209  8.79e-04  2.692e+07  62.930
YII_1409         YII        1409.3521  6.78e-03  4.898e+08  88.906
NiII_1412        NiII       1412.8660  6.84e-03  4.467e+08  57.935
NiII_1414        NiII       1414.2917  2.51e-03  4.365e+08  57.935
NiII_1415        NiII       1415.7195  4.49e-03  4.467e+08  57.935
YII_1416         YII        1416.0298  1.38e-02  3.631e+08  88.906
CoII_1419        CoII       1419.2947  8.77e-04  4.467e+08  58.933
CuI_1422         CuI        1422.8698  1.80e-03  2.630e+07  62.930
CoII_1424        CoII       1424.7866  1.09e-02  4.266e+08  58.933
SI_1425          SI         1425.0299  1.63e-01  3.890e+08  32.067
SI_1425.2        SI         1425.1877  2.91e-02  3.890e+08  32.067
SI_1425.22       SI         1425.2189  2.00e-03  3.890e+08  32.067
BeI_1426         BeI        1426.1170  2.10e-04  2.291e+05  9.012
CaI_1435         CaI        1435.8945  7.43e-03  5.248e+07  39.963
SI_1444          SI         1444.2960  1.20e-03  7.413e+08  32.067
YII_1444         YII        1444.9814  3.65e-04  1.072e+08  88.906
CoII_1448        CoII       1448.0177  2.34e-02  5.888e+08  58.933
NiII_1449        NiII       1449.9972  3.76e-03  4.074e+08  57.935
CoII_1452        CoII       1452.5716  1.97e-03  6.607e+08  58.933
CoII_1466        CoII       1466.2110  8.59e-02  6.457e+08  58.933
CuII_1472        CuII       1472.3951  1.11e-02  4.074e+08  62.930
MnI_1472         MnI        1472.9415  1.55e-04  1.585e+08  54.938
SI_1472          SI         1472.9706  3.00e-02  6.918e+07  32.067
SI_1473          SI         1473.0186  2.54e-03  2.884e+07  32.067
SI_1474.0        SI         1473.9943  9.77e-02  2.138e+08  32.067
SI_1474          SI         1474.3785  2.53e-02  2.512e+08  32.067
SI_1474.6        SI         1474.5706  1.96e-03  2.630e+08  32.067
NiII_1477        NiII       1477.2218  1.13e-03  4.169e+08  57.935
CoII_1480        CoII       1480.9546  2.77e-02  5.370e+08  58.933
NiII_1501        NiII       1501.9591  7.48e-04  3.890e+08  57.935
CaI_1501         CaI        1501.9977  1.60e-03  3.890e+07  39.963
ScII_1504        ScII       1504.6726  1.97e-03  3.890e+07  44.956
ScII_1506        ScII       1506.2568  6.16e-04  4.169e+07  44.956
CoII_1514        CoII       1514.7466  1.12e-03  5.370e+08  58.933
MnI_1516         MnI        1516.3786  1.16e-04  1.288e+08  54.938
CrI_1521         CrI        1521.6330  5.01e-03  3.311e+07  49.946
CrI_1525         CrI        1525.3708  9.24e-03  5.754e+07  49.946
SiII_1526        SiII       1526.7066  1.27e-01  1.096e+09  28.085
YII_1527         YII        1527.5364  1.81e-02  5.623e+07  88.906
CrI_1529         CrI        1529.2949  1.09e-02  8.128e+07  49.946
CrI_1529.3       CrI        1529.2949  5.60e-03  7.244e+07  49.946
CrI_1529.29      CrI        1529.2949  2.52e-03  2.089e+08  49.946
CrI_1530         CrI        1530.1556  1.10e-03  6.310e+06  49.946
PII_1532         PII        1532.5330  7.55e-03  1.259e+07  30.974
CoII_1534        CoII       1534.3387  4.87e-04  4.365e+08  58.933
CrI_1534         CrI        1534.7856  1.60e-03  1.259e+07  49.946
CoII_1534.8      CoII       1534.8243  2.33e-03  3.802e+08  58.933
CrI_1537         CrI        1537.3431  2.18e-03  2.042e+07  49.946
CrI_1537.3       CrI        1537.3431  1.15e-03  1.862e+07  49.946
CrI_1537.34      CrI        1537.3431  4.24e-04  6.607e+07  49.946
CoII_1539        CoII       1539.4686  1.90e-03  3.631e+08  58.933
SiI_1539         SiI        1539.7379  4.54e-01  1.445e+09  28.085
SiI_1540         SiI        1540.3538  6.61e-01  1.072e+09  28.085
CrI_1541         CrI        1541.8879  2.29e-04  3.162e+06  49.946
CrI_1544         CrI        1544.2236  6.70e-03  3.802e+07  49.946
SiI_1545         SiI        1545.6080  5.98e-02  2.951e+08  28.085
SiI_1546         SiI        1546.6715  6.53e-04  2.630e+07  28.085
SiI_1547         SiI        1547.1297  6.44e-03  5.888e+07  28.085
CrI_1547         CrI        1547.8518  3.61e-04  5.370e+06  49.946
CoII_1547        CoII       1547.9451  1.11e-02  3.981e+08  58.933
CIV_1548         CIV        1548.1870  1.91e-01  2.630e+08  12.011
YII_1548         YII        1548.2659  7.08e-03  5.012e+07  88.906
CrI_1549         CrI        1549.1591  2.31e-03  3.311e+07  49.946
CIV_1550         CIV        1550.7720  9.53e-02  2.630e+08  12.011
CrI_1551         CrI        1551.3391  3.47e-04  6.918e+06  49.946
CrI_1551.3       CrI        1551.3391  1.10e-04  2.239e+07  49.946
CrI_1551.34      CrI        1551.3391  1.79e-04  6.761e+06  49.946
CrI_1552         CrI        1552.2604  5.27e-04  8.913e+06  49.946
CoII_1552        CoII       1552.7624  1.51e-02  3.715e+08  58.933
CrI_1552.8       CrI        1552.8047  3.47e-04  2.570e+07  49.946
CrI_1552.80      CrI        1552.8047  3.34e-03  5.012e+07  49.946
SiI_1552         SiI        1552.9479  1.33e-03  3.388e+07  28.085
SiI_1553         SiI        1553.3696  8.22e-03  1.349e+07  28.085
CoII_1553        CoII       1553.7590  3.65e-03  6.026e+08  58.933
SiI_1554         SiI        1554.2960  1.86e-02  5.623e+07  28.085
CrI_1554         CrI        1554.3240  2.68e-03  3.631e+07  49.946
CrI_1555         CrI        1555.0145  3.36e-04  8.710e+06  49.946
SiI_1555         SiI        1555.5140  2.50e-02  7.413e+07  28.085
CrI_1556         CrI        1556.0887  1.17e-03  3.311e+07  49.946
CrI_1556.1       CrI        1556.0887  9.01e-04  2.692e+07  49.946
CrI_1556.3       CrI        1556.3011  2.08e-03  3.311e+07  49.946
CrI_1556.8       CrI        1556.8183  1.79e-03  2.951e+07  49.946
CI_1560          CI         1560.3092  7.16e-02  3.020e+08  12.011
SiI_1560         SiI        1560.4064  1.49e-02  2.344e+07  28.085
SiI_1562         SiI        1562.0016  2.74e-02  5.129e+07  28.085
CrI_1563         CrI        1563.2240  4.60e-04  4.074e+06  49.946
CrI_1564         CrI        1564.8891  6.09e-04  1.000e+07  49.946
SiI_1565         SiI        1565.3222  4.53e-03  1.000e+07  28.085
SiI_1566         SiI        1566.3020  2.29e-04  4.898e+07  28.085
CrI_1567         CrI        1567.2500  1.22e-03  1.122e+07  49.946
CrI_1567.2       CrI        1567.2500  1.11e-04  4.677e+07  49.946
CoII_1567        CoII       1567.5772  7.21e-03  3.802e+08  58.933
CrI_1567.8       CrI        1567.7650  1.17e-03  9.550e+06  49.946
SiI_1568         SiI        1568.6179  3.88e-02  8.128e+07  28.085
ScI_1569         ScI        1569.1296  4.57e-04  1.259e+07  44.956
CrI_1569         CrI        1569.8614  4.58e-03  1.738e+07  49.946
CrI_1570         CrI        1570.0251  5.32e-04  4.074e+07  49.946
CrI_1570.0       CrI        1570.0251  1.76e-04  8.710e+06  49.946
CrI_1571         CrI        1571.8051  7.58e-04  3.890e+07  49.946
CrI_1571.8       CrI        1571.8399  3.81e-04  1.514e+07  49.946
CrI_1571.84      CrI        1571.8399  1.37e-03  1.413e+07  49.946
CrI_1571.9       CrI        1571.8871  2.58e-04  8.913e+07  49.946
CoII_1572        CoII       1572.6489  1.52e-02  3.981e+08  58.933
SiI_1572         SiI        1572.7173  5.98e-03  1.096e+07  28.085
YII_1572         YII        1572.9831  1.47e-03  3.631e+07  88.906
BI_1573          BI         1573.3010  3.44e-02  2.754e+08  10.813
CrI_1573         CrI        1573.7040  1.21e-04  2.692e+07  49.946
CrI_1573.7       CrI        1573.7040  1.79e-04  6.166e+06  49.946
