#Simulated, normalized, high-resolution spectrum of a GRB
3018.42	0.038
3018.47	0.020
3018.52	0.012
3018.57	0.004
3018.62	0.009
3018.67	-0.040
3018.72	0.028
3018.77	-0.031
3018.82	-0.056
3018.87	-0.025
3018.92	-0.024
3018.97	-0.039
3019.02	-0.008
3019.07	-0.017
3019.12	-0.016
3019.17	-0.027
3019.22	0.003
3019.27	0.004
3019.32	0.006
3019.37	-0.000
3019.42	-0.063
3019.47	0.034
3019.52	0.030
3019.57	-0.049
3019.62	-0.028
3019.67	-0.005
3019.72	0.004
3019.77	-0.047
3019.82	-0.009
3019.87	0.028
3019.92	0.037
3019.97	0.013
3020.02	-0.045
3020.07	-0.042
3020.12	0.009
3020.17	-0.009
3020.22	-0.016
3020.27	0.054
3020.32	0.000
3020.37	-0.047
3020.42	-0.042
3020.47	0.027
3020.52	0.064
3020.57	0.021
3020.62	0.009
3020.67	-0.013
3020.72	-0.031
3020.77	-0.008
3020.82	0.038
3020.87	0.005
3020.92	0.048
3020.97	-0.014
3021.02	0.005
3021.07	-0.021
3021.12	-0.052
3021.17	0.004
3021.22	0.002
3021.27	0.010
3021.32	-0.004
3021.37	-0.048
3021.42	-0.053
3021.47	-0.025
3021.52	-0.025
3021.57	-0.030
3021.62	-0.010
3021.67	0.006
3021.72	-0.027
3021.77	0.087
3021.82	-0.032
3021.87	0.024
3021.92	0.001
3021.97	0.039
3022.02	0.003
3022.07	-0.015
3022.12	-0.018
3022.17	0.050
3022.22	-0.012
3022.27	-0.030
3022.32	0.023
3022.37	0.023
3022.42	-0.054
3022.47	0.001
3022.52	0.008
3022.57	0.023
3022.62	0.003
3022.67	0.004
3022.72	-0.008
3022.77	0.028
3022.82	0.003
3022.87	0.006
3022.92	0.024
3022.97	0.037
3023.02	0.017
3023.07	-0.032
3023.12	-0.064
3023.17	-0.026
3023.22	-0.003
3023.27	0.004
3023.32	0.033
3023.37	0.018
3023.42	0.040
3023.47	0.021
3023.52	-0.020
3023.57	0.011
3023.62	-0.103
3023.67	0.047
3023.72	-0.051
3023.77	0.038
3023.82	-0.036
3023.87	0.007
3023.92	0.059
3023.97	0.011
3024.02	-0.071
3024.07	0.038
3024.12	0.023
3024.17	0.082
3024.22	0.014
3024.27	0.019
3024.32	0.002
3024.37	0.059
3024.42	-0.032
3024.47	-0.010
3024.52	0.001
3024.57	-0.030
3024.62	0.040
3024.67	-0.039
3024.72	0.004
3024.77	-0.059
3024.82	0.040
3024.87	-0.007
3024.92	-0.009
3024.97	-0.030
3025.02	-0.014
3025.07	0.051
3025.12	-0.069
3025.17	0.015
3025.22	0.066
3025.27	0.041
3025.32	0.046
3025.37	0.035
3025.42	0.037
3025.47	-0.017
3025.52	0.030
3025.57	0.021
3025.62	-0.019
3025.67	0.009
3025.72	-0.049
3025.77	0.004
3025.82	-0.047
3025.87	0.009
3025.92	-0.002
3025.97	-0.010
3026.02	0.058
3026.07	0.061
3026.12	-0.044
3026.17	-0.027
3026.22	0.019
3026.27	-0.059
3026.32	-0.016
3026.37	0.014
3026.42	0.048
3026.47	0.043
3026.52	0.039
3026.57	-0.000
3026.62	-0.001
3026.67	-0.009
3026.72	-0.010
3026.77	0.041
3026.82	0.041
3026.87	0.058
3026.92	0.003
3026.97	0.049
3027.02	0.009
3027.07	0.010
3027.12	-0.056
3027.17	-0.051
3027.22	0.010
3027.27	0.109
3027.32	0.049
3027.37	0.049
3027.42	-0.058
3027.47	-0.009
3027.52	0.029
3027.57	-0.008
3027.62	0.041
3027.67	0.062
3027.72	0.017
3027.77	0.037
3027.82	-0.016
3027.87	0.027
3027.92	-0.011
3027.97	-0.003
3028.02	0.018
3028.07	0.017
3028.12	-0.017
3028.17	-0.053
3028.22	0.008
3028.27	0.011
3028.32	0.025
3028.37	-0.057
3028.42	0.010
3028.47	-0.037
3028.52	-0.009
3028.57	-0.017
3028.62	-0.002
3028.67	0.044
3028.72	0.008
3028.77	-0.029
3028.82	-0.064
3028.87	0.002
3028.92	-0.001
3028.97	-0.038
3029.02	0.035
3029.07	-0.038
3029.12	-0.025
3029.17	0.006
3029.22	0.020
3029.27	0.048
3029.32	0.024
3029.37	0.020
3029.42	0.002
3029.47	0.001
3029.52	-0.034
3029.57	-0.024
3029.62	-0.023
3029.67	-0.027
3029.72	0.032
3029.77	-0.013
3029.82	0.018
3029.87	-0.020
3029.92	0.030
3029.97	-0.009
3030.02	-0.043
3030.07	-0.026
3030.12	0.036
3030.17	0.017
3030.22	0.035
3030.27	-0.045
3030.32	-0.068
3030.37	-0.026
3030.42	0.019
3030.47	0.020
3030.52	0.042
3030.57	-0.008
3030.62	-0.033
3030.67	-0.014
3030.72	0.046
3030.77	0.030
3030.82	0.022
3030.87	0.007
3030.92	-0.032
3030.97	0.016
3031.02	-0.030
3031.07	-0.020
3031.12	0.021
3031.17	-0.024
3031.22	0.031
3031.27	0.033
3031.32	-0.021
3031.37	0.044
3031.42	-0.109
3031.47	-0.043
3031.52	-0.007
3031.57	0.015
3031.62	-0.002
3031.67	-0.019
3031.72	0.004
3031.77	-0.072
3031.82	0.058
3031.87	0.010
3031.92	-0.036
3031.97	-0.021
3032.02	0.008
3032.07	0.051
3032.12	0.009
3032.17	-0.020
3032.22	-0.046
3032.27	-0.030
3032.32	0.022
3032.37	0.069
3032.42	-0.031
3032.47	0.043
3032.52	0.048
3032.57	-0.006
3032.62	-0.012
3032.67	0.038
3032.72	0.063
3032.77	0.079
3032.82	0.013
3032.87	0.004
3032.92	-0.035
3032.97	-0.010
3033.02	0.040
3033.07	-0.048
3033.12	0.033
3033.17	0.019
3033.22	0.002
3033.27	-0.003
3033.32	0.052
3033.37	0.003
3033.42	0.005
3033.47	-0.017
3033.52	0.015
3033.57	0.002
3033.62	0.033
3033.67	-0.013
3033.72	0.028
3033.77	0.022
3033.82	-0.052
3033.87	0.018
3033.92	-0.016
3033.97	0.012
3034.02	0.026
3034.07	0.088
3034.12	0.025
3034.17	0.073
3034.22	0.004
3034.27	-0.032
3034.32	0.026
3034.37	0.009
3034.42	0.025
3034.47	0.042
3034.52	0.022
3034.57	-0.040
3034.62	-0.019
3034.67	-0.014
3034.72	0.011
3034.77	0.001
3034.82	-0.019
3034.87	-0.014
3034.92	0.069
3034.97	-0.012
3035.02	0.008
3035.07	-0.030
3035.12	0.004
3035.17	0.015
3035.22	-0.000
3035.27	0.015
3035.32	0.016
3035.37	0.031
3035.42	-0.058
3035.47	-0.050
3035.52	0.062
3035.57	-0.026
3035.62	0.002
3035.67	-0.039
3035.72	-0.032
3035.77	0.013
3035.82	0.006
3035.87	0.049
3035.92	0.060
3035.97	0.003
3036.02	0.006
3036.07	0.015
3036.12	-0.026
3036.17	-0.066
3036.22	-0.075
3036.27	-0.024
3036.32	0.045
3036.37	0.015
3036.42	0.040
3036.47	0.000
3036.52	-0.050
3036.57	-0.017
3036.62	0.013
3036.67	0.054
3036.72	-0.025
3036.77	-0.016
3036.82	0.010
3036.87	-0.033
3036.92	-0.046
3036.97	0.049
3037.02	0.012
3037.07	0.040
3037.12	-0.052
3037.17	0.022
3037.22	-0.077
3037.27	-0.017
3037.32	0.014
3037.37	0.005
3037.42	-0.045
3037.47	-0.048
3037.52	-0.084
3037.57	-0.042
3037.62	0.046
3037.67	-0.007
3037.72	-0.007
3037.77	0.015
3037.82	0.010
3037.87	-0.001
3037.92	-0.002
3037.97	-0.004
3038.02	0.037
3038.07	-0.011
3038.12	-0.024
3038.17	-0.031
3038.22	0.012
3038.27	-0.034
3038.32	0.002
3038.37	0.010
3038.42	0.019
3038.47	0.012
3038.52	-0.048
3038.57	-0.006
3038.62	-0.008
3038.67	0.006
3038.72	0.004
3038.77	0.010
3038.82	-0.010
3038.87	-0.038
3038.92	0.018
3038.97	0.026
3039.02	0.019
3039.07	0.001
3039.12	0.020
3039.17	-0.018
3039.22	-0.001
3039.27	0.010
3039.32	0.028
3039.37	-0.013
3039.42	0.076
3039.47	-0.041
3039.52	-0.056
3039.57	-0.032
3039.62	-0.020
3039.67	-0.013
3039.72	-0.041
3039.77	0.032
3039.82	-0.015
3039.87	0.037
3039.92	0.026
3039.97	-0.023
3040.02	0.036
3040.07	-0.032
3040.12	0.077
3040.17	-0.067
3040.22	-0.036
3040.27	-0.029
3040.32	0.096
3040.37	0.024
3040.42	-0.018
3040.47	-0.044
3040.52	-0.050
3040.57	-0.007
3040.62	0.030
3040.67	-0.028
3040.72	-0.055
3040.77	-0.029
3040.82	0.021
3040.87	-0.021
3040.92	-0.002
3040.97	0.001
3041.02	0.060
3041.07	-0.005
3041.12	-0.001
3041.17	0.016
3041.22	-0.032
3041.27	0.013
3041.32	0.066
3041.37	-0.050
3041.42	-0.037
3041.47	0.005
3041.52	-0.013
3041.57	0.016
3041.62	-0.019
3041.67	-0.030
3041.72	0.020
3041.77	0.017
3041.82	-0.007
3041.87	-0.025
3041.92	0.008
3041.97	0.026
3042.02	0.004
3042.07	-0.025
3042.12	0.072
3042.17	0.032
3042.22	0.017
3042.27	0.038
3042.32	-0.044
3042.37	0.046
3042.42	0.019
3042.47	0.057
3042.52	-0.014
3042.57	-0.029
3042.62	0.037
3042.67	0.003
3042.72	-0.023
3042.77	0.041
3042.82	-0.028
3042.87	-0.007
3042.92	0.003
3042.97	-0.008
3043.02	0.028
3043.07	0.047
3043.12	0.011
3043.17	-0.043
3043.22	-0.017
3043.27	-0.028
3043.32	0.017
3043.37	-0.018
3043.42	-0.010
3043.47	0.006
3043.52	-0.016
3043.57	0.021
3043.62	-0.063
3043.67	0.022
3043.72	0.014
3043.77	0.030
3043.82	0.018
3043.87	0.026
3043.92	-0.053
3043.97	-0.009
3044.02	0.001
3044.07	-0.000
3044.12	0.049
3044.17	-0.006
3044.22	-0.058
3044.27	0.009
3044.32	0.007
3044.37	-0.017
3044.42	0.000
3044.47	0.085
3044.52	-0.010
3044.57	-0.055
3044.62	-0.022
3044.67	0.017
3044.72	0.021
3044.77	-0.087
3044.82	-0.045
3044.87	-0.016
3044.92	0.029
3044.97	0.054
3045.02	-0.023
3045.07	-0.034
3045.12	-0.013
3045.17	-0.009
3045.22	0.040
3045.27	-0.046
3045.32	-0.016
3045.37	0.054
3045.42	-0.014
3045.47	-0.008
3045.52	0.033
3045.57	-0.030
3045.62	-0.006
3045.67	-0.001
3045.72	-0.013
3045.77	-0.023
3045.82	0.019
3045.87	-0.061
3045.92	-0.004
3045.97	0.075
3046.02	0.016
3046.07	0.019
3046.12	0.012
3046.17	0.035
3046.22	0.046
3046.27	0.001
3046.32	0.027
3046.37	0.006
3046.42	0.012
3046.47	-0.045
3046.52	-0.032
3046.57	-0.023
3046.62	-0.041
3046.67	-0.022
3046.72	-0.055
3046.77	0.024
3046.82	0.004
3046.87	0.014
3046.92	-0.047
3046.97	-0.024
3047.02	0.084
3047.07	-0.026
3047.12	0.019
3047.17	-0.007
3047.22	0.036
3047.27	0.043
3047.32	0.024
3047.37	0.010
3047.42	-0.026
3047.47	-0.026
3047.52	0.034
3047.57	-0.036
3047.62	0.013
3047.67	0.023
3047.72	-0.026
3047.77	-0.013
3047.82	-0.027
3047.87	-0.012
3047.92	0.011
3047.97	0.007
3048.02	0.027
3048.07	-0.006
3048.12	0.002
3048.17	0.014
3048.22	-0.008
3048.27	-0.007
3048.32	-0.000
3048.37	-0.021
3048.42	0.022
3048.47	-0.008
3048.52	0.014
3048.57	0.049
3048.62	-0.037
3048.67	0.050
3048.72	0.059
3048.77	0.078
3048.82	-0.032
3048.87	0.128
3048.92	0.030
3048.97	0.005
3049.02	0.012
3049.07	0.046
3049.12	-0.053
3049.17	0.002
3049.22	0.009
3049.27	-0.009
3049.32	-0.012
3049.37	-0.041
3049.42	0.041
3049.47	0.058
3049.52	0.008
3049.57	0.062
3049.62	-0.002
3049.67	-0.011
3049.72	0.041
3049.77	0.004
3049.82	0.031
3049.87	-0.010
3049.92	0.008
3049.97	-0.014
3050.02	-0.026
3050.07	0.013
3050.12	0.037
3050.17	-0.023
3050.22	0.006
3050.27	0.023
3050.32	0.047
3050.37	0.034
3050.42	0.022
3050.47	-0.006
3050.52	-0.026
3050.57	0.020
3050.62	0.047
3050.67	-0.025
3050.72	-0.002
3050.77	-0.007
3050.82	0.038
3050.87	-0.003
3050.92	0.015
3050.97	-0.014
3051.02	-0.011
3051.07	0.014
3051.12	-0.001
3051.17	0.017
3051.22	0.008
3051.27	0.013
3051.32	0.022
3051.37	-0.032
3051.42	-0.021
3051.47	-0.001
3051.52	-0.043
3051.57	-0.041
3051.62	0.036
3051.67	-0.014
3051.72	0.012
3051.77	-0.010
3051.82	-0.040
3051.87	-0.001
3051.92	0.031
3051.97	-0.020
3052.02	-0.039
3052.07	-0.030
3052.12	-0.012
3052.17	-0.011
3052.22	0.002
3052.27	0.062
3052.32	0.012
3052.37	-0.071
3052.42	-0.031
3052.47	0.052
3052.52	0.010
3052.57	-0.040
3052.62	-0.015
3052.67	-0.030
3052.72	0.073
3052.77	-0.016
3052.82	0.011
3052.87	0.015
3052.92	-0.081
3052.97	0.002
3053.02	-0.033
3053.07	-0.037
3053.12	0.018
3053.17	-0.007
3053.22	-0.061
3053.27	-0.009
3053.32	-0.004
3053.37	-0.011
3053.42	0.053
3053.47	0.034
3053.52	-0.014
3053.57	-0.010
3053.62	-0.033
3053.67	0.004
3053.72	-0.041
3053.77	-0.055
3053.82	-0.001
3053.87	0.030
3053.92	0.009
3053.97	-0.029
3054.02	0.021
3054.07	-0.023
3054.12	-0.026
3054.17	0.067
3054.22	0.055
3054.27	-0.017
3054.32	0.002
3054.37	0.009
3054.42	0.052
3054.47	0.017
3054.52	0.001
3054.57	-0.040
3054.62	-0.015
3054.67	-0.027
3054.72	-0.020
3054.77	-0.019
3054.82	0.005
3054.87	0.060
3054.92	0.011
3054.97	-0.013
3055.02	0.001
3055.07	0.024
3055.12	-0.035
3055.17	-0.050
3055.22	-0.069
3055.27	-0.033
3055.32	-0.060
3055.37	-0.030
3055.42	-0.040
3055.47	-0.050
3055.52	-0.024
3055.57	0.007
3055.62	0.019
3055.67	0.049
3055.72	-0.015
3055.77	-0.061
3055.82	-0.058
3055.87	-0.049
3055.92	0.055
3055.97	0.034
3056.02	-0.012
3056.07	0.059
3056.12	-0.006
3056.17	-0.074
3056.22	0.023
3056.27	-0.039
3056.32	-0.007
3056.37	-0.004
3056.42	0.041
3056.47	0.024
3056.52	-0.041
3056.57	-0.002
3056.62	-0.001
3056.67	0.019
3056.72	0.042
3056.77	-0.026
3056.82	0.014
3056.87	0.003
3056.92	0.007
3056.97	0.062
3057.02	-0.035
3057.07	0.034
3057.12	0.050
3057.17	-0.066
3057.22	-0.027
3057.27	-0.025
3057.32	-0.042
3057.37	0.002
3057.42	-0.059
3057.47	0.019
3057.52	-0.008
3057.57	-0.037
3057.62	-0.014
3057.67	-0.020
3057.72	0.014
3057.77	0.014
3057.82	-0.088
3057.87	0.036
3057.92	0.022
3057.97	0.004
3058.02	-0.008
3058.07	-0.004
3058.12	-0.014
3058.17	-0.016
3058.22	-0.011
3058.27	0.002
3058.32	-0.057
3058.37	-0.034
3058.42	0.019
3058.47	0.025
3058.52	0.016
3058.57	-0.024
3058.62	0.056
3058.67	1.004
3058.72	0.978
3058.77	0.987
3058.82	1.015
3058.87	0.990
3058.92	0.928
3058.97	1.034
3059.02	1.046
3059.07	1.033
3059.12	0.975
3059.17	0.969
3059.22	0.912
3059.27	0.907
3059.32	0.876
3059.37	0.720
3059.42	0.642
3059.47	0.392
3059.52	0.298
3059.57	0.135
3059.62	0.104
3059.67	0.098
3059.72	0.045
3059.77	0.009
3059.82	0.027
3059.87	0.088
3059.92	0.074
3059.97	0.241
3060.02	0.318
3060.07	0.561
3060.12	0.645
3060.17	0.753
3060.22	0.835
3060.27	0.852
3060.32	0.858
3060.37	0.828
3060.42	0.768
3060.47	0.663
3060.52	0.474
3060.57	0.336
3060.62	0.232
3060.67	0.181
3060.72	0.103
3060.77	0.068
3060.82	0.029
3060.87	0.048
3060.92	0.020
3060.97	-0.028
3061.02	0.004
3061.07	0.016
3061.12	-0.041
3061.17	-0.049
3061.22	-0.042
3061.27	0.044
3061.32	-0.008
3061.37	-0.015
3061.42	0.015
3061.47	0.050
3061.52	0.075
3061.57	-0.038
3061.62	0.077
3061.67	-0.048
3061.72	-0.009
3061.77	-0.005
3061.82	0.021
3061.87	-0.030
3061.92	0.054
3061.97	0.056
3062.02	0.032
3062.07	-0.022
3062.12	0.042
3062.17	0.091
3062.22	0.180
3062.27	0.248
3062.32	0.423
3062.37	0.508
3062.42	0.640
3062.47	0.789
3062.52	0.906
3062.57	0.946
3062.62	0.938
3062.67	0.921
3062.72	0.983
3062.77	1.008
3062.82	0.965
3062.87	0.941
3062.92	0.965
3062.97	1.021
3063.02	0.931
3063.07	1.017
3063.12	0.981
3063.17	0.996
3063.22	0.977
3063.27	0.983
3063.32	1.065
3063.37	0.978
3063.42	0.949
3063.47	0.950
3063.52	0.954
3063.57	0.944
3063.62	0.973
3063.67	1.012
3063.72	0.977
3063.77	0.984
3063.82	0.906
3063.87	0.948
3063.92	0.956
3063.97	0.959
3064.02	0.958
3064.07	0.982
3064.12	0.957
3064.17	0.959
3064.22	0.999
3064.27	0.968
3064.32	0.944
3064.37	0.992
3064.42	0.979
3064.47	1.003
3064.52	0.964
3064.57	0.954
3064.62	1.009
3064.67	1.041
3064.72	0.991
3064.77	1.022
3064.82	0.974
3064.87	0.923
3064.92	0.958
3064.97	0.972
3065.02	0.968
3065.07	1.028
3065.12	0.991
3065.17	0.985
3065.22	0.939
3065.27	0.937
3065.32	0.990
3065.37	1.001
3065.42	0.968
3065.47	1.005
3065.52	1.005
3065.57	0.929
3065.62	0.940
3065.67	0.971
3065.72	0.959
3065.77	0.958
3065.82	0.951
3065.87	0.907
3065.92	0.977
3065.97	0.938
3066.02	0.958
3066.07	0.988
3066.12	0.939
3066.17	0.954
3066.22	0.960
3066.27	0.987
3066.32	1.028
3066.37	0.991
3066.42	0.956
3066.47	0.960
3066.52	1.004
3066.57	0.933
3066.62	0.916
3066.67	0.985
3066.72	0.973
3066.77	0.993
3066.82	0.952
3066.87	0.963
3066.92	1.005
3066.97	0.983
3067.02	1.011
3067.07	0.995
3067.12	0.993
3067.17	1.028
3067.22	0.991
3067.27	0.985
3067.32	0.966
3067.37	0.962
3067.42	0.966
3067.47	1.033
3067.52	0.919
3067.57	0.979
3067.62	0.967
3067.67	0.924
3067.72	0.940
3067.77	0.997
3067.82	1.003
3067.87	0.999
3067.92	1.021
3067.97	0.958
3068.02	0.993
3068.07	1.017
3068.12	0.952
3068.17	0.989
3068.22	0.914
3068.27	0.948
3068.32	0.963
3068.37	0.961
3068.42	0.957
3068.47	0.965
3068.52	0.961
3068.57	0.936
3068.62	0.962
3068.67	0.947
3068.72	0.977
3068.77	0.928
3068.82	1.007
3068.87	0.984
3068.92	0.913
3068.97	1.014
3069.02	0.995
3069.07	0.926
3069.12	0.959
3069.17	0.980
3069.22	0.970
3069.27	0.947
3069.32	0.951
3069.37	0.938
3069.42	0.917
3069.47	1.022
3069.52	0.979
3069.57	0.939
3069.62	0.920
3069.67	1.096
3069.72	0.972
3069.77	0.980
3069.82	1.032
3069.87	0.973
3069.92	0.980
3069.97	0.942
3070.02	1.006
3070.07	0.931
3070.12	0.953
3070.17	0.946
3070.22	0.976
3070.27	1.009
3070.32	0.957
3070.37	0.994
3070.42	0.983
3070.47	0.995
3070.52	1.030
3070.57	1.003
3070.62	0.957
3070.67	0.961
3070.72	0.924
3070.77	1.000
3070.82	1.018
3070.87	0.991
3070.92	1.014
3070.97	0.979
3071.02	0.916
3071.07	1.058
3071.12	0.981
3071.17	0.936
3071.22	0.966
3071.27	1.041
3071.32	0.965
3071.37	0.959
3071.42	0.992
3071.47	1.042
3071.52	0.986
3071.57	0.942
3071.62	1.022
3071.67	1.011
3071.72	0.982
3071.77	0.995
3071.82	0.948
3071.87	0.999
3071.92	0.907
3071.97	1.005
3072.02	1.033
3072.07	0.960
3072.12	0.974
3072.17	0.984
3072.22	0.895
3072.27	0.985
3072.32	0.971
3072.37	1.016
3072.42	0.983
3072.47	0.971
3072.52	0.931
3072.57	1.007
3072.62	0.976
3072.67	0.992
3072.72	0.948
3072.77	0.978
3072.82	0.995
3072.87	0.911
3072.92	0.991
3072.97	0.940
3073.02	1.005
3073.07	0.960
3073.12	0.914
3073.17	1.022
3073.22	0.968
3073.27	0.950
3073.32	0.969
3073.37	0.927
3073.42	0.984
3073.47	1.014
3073.52	0.998
3073.57	1.008
3073.62	0.947
3073.67	0.951
3073.72	0.974
3073.77	0.998
3073.82	0.989
3073.87	0.928
3073.92	1.022
3073.97	0.985
3074.02	0.935
3074.07	0.987
3074.12	0.983
3074.17	0.973
3074.22	0.997
3074.27	0.980
3074.32	0.951
3074.37	0.975
3074.42	0.998
3074.47	0.958
3074.52	0.993
3074.57	1.016
3074.62	0.967
3074.67	0.975
3074.72	0.978
3074.77	0.960
3074.82	0.918
3074.87	1.012
3074.92	0.950
3074.97	0.925
3075.02	1.010
3075.07	0.914
3075.12	0.990
3075.17	1.018
3075.22	0.938
3075.27	0.971
3075.32	0.996
3075.37	0.919
3075.42	0.996
3075.47	1.000
3075.52	0.978
3075.57	1.000
3075.62	0.962
3075.67	0.954
3075.72	0.931
3075.77	1.030
3075.82	0.957
3075.87	0.965
3075.92	1.018
3075.97	0.937
3076.02	1.000
3076.07	0.943
3076.12	1.024
3076.17	0.994
3076.22	0.980
3076.27	0.921
3076.32	0.967
3076.37	0.984
3076.42	0.964
3076.47	0.943
3076.52	1.002
3076.57	0.936
3076.62	0.981
3076.67	0.925
3076.72	0.884
3076.77	0.905
3076.82	0.959
3076.87	0.907
3076.92	0.649
3076.97	0.129
3077.02	0.012
3077.07	0.039
3077.12	-0.011
3077.17	0.032
3077.22	-0.090
3077.27	0.012
3077.32	-0.009
3077.37	0.012
3077.42	0.015
3077.47	0.021
3077.52	0.016
3077.57	0.045
3077.62	-0.032
3077.67	0.018
3077.72	-0.042
3077.77	-0.019
3077.82	-0.060
3077.87	0.013
3077.92	-0.006
3077.97	-0.033
3078.02	-0.024
3078.07	0.044
3078.12	-0.014
3078.17	0.010
3078.22	0.045
3078.27	-0.010
3078.32	0.009
3078.37	-0.006
3078.42	-0.027
3078.47	0.007
3078.52	-0.006
3078.57	-0.017
3078.62	0.050
3078.67	-0.006
3078.72	-0.013
3078.77	-0.022
3078.82	-0.064
3078.87	-0.013
3078.92	-0.008
3078.97	0.025
3079.02	-0.021
3079.07	0.043
3079.12	0.007
3079.17	0.006
3079.22	-0.040
3079.27	-0.004
3079.32	0.015
3079.37	-0.033
3079.42	-0.014
3079.47	0.055
3079.52	-0.022
3079.57	-0.002
3079.62	-0.032
3079.67	-0.017
3079.72	0.031
3079.77	0.030
3079.82	-0.034
3079.87	-0.004
3079.92	-0.017
3079.97	0.003
3080.02	-0.017
3080.07	0.007
3080.12	-0.029
3080.17	-0.016
3080.22	-0.013
3080.27	0.003
3080.32	0.045
3080.37	-0.074
3080.42	-0.003
3080.47	0.047
3080.52	0.034
3080.57	0.017
3080.62	0.023
3080.67	-0.027
3080.72	-0.029
3080.77	0.004
3080.82	-0.051
3080.87	0.013
3080.92	-0.018
3080.97	-0.003
3081.02	0.040
3081.07	0.023
3081.12	0.012
3081.17	-0.011
3081.22	0.060
3081.27	-0.031
3081.32	-0.000
3081.37	-0.033
3081.42	-0.002
3081.47	0.015
3081.52	-0.006
3081.57	-0.014
3081.62	0.021
3081.67	0.011
3081.72	-0.017
3081.77	0.021
3081.82	0.026
3081.87	-0.033
3081.92	0.001
3081.97	0.017
3082.02	-0.018
3082.07	0.071
3082.12	-0.005
3082.17	0.016
3082.22	0.004
3082.27	0.004
3082.32	-0.052
3082.37	0.034
3082.42	0.012
3082.47	-0.010
3082.52	-0.035
3082.57	0.027
3082.62	0.016
3082.67	0.013
3082.72	0.023
3082.77	-0.026
3082.82	0.045
3082.87	0.070
3082.92	0.028
3082.97	0.006
3083.02	0.014
3083.07	-0.021
3083.12	0.064
3083.17	-0.001
3083.22	-0.077
3083.27	-0.005
